loanee_id,name,age,gender,amount_borrowed,date_borrowed,expected_repayment_date,date_repaid,amount_to_be_repaid,employment_status,income,credit_score,loan_purpose,loan_type,interest_rate,loan_term,address,city,state,zip_code,country,email,phone_number,marital_status,dependents,education_level,employer,job_title,years_employed
2708,Dale Livingston,25,Female,54760.33,2023-09-20,2025-08-25,"2025-08-2510 days, 0:00:00",62426.777,Employed,38257.51,627,Education,Unsecured,0.14,17,"6764 Garcia Court Suite 145, Kennethmouth, TN 68117",Donaldville,VI,33190,USA,xthompson@example.org,6855917846,Divorced,1,Doctorate,"Dixon, Hernandez and Phillips",Trading standards officer,5
2709,Alicia Phillips,50,Female,77024.25,2024-01-06,2029-03-07,,90118.375,Employed,35177.85,844,Education,Unsecured,0.17,60,"651 Cheyenne Brook, West Nicholasbury, SD 13812",Elliottville,UT,22845,USA,ulawrence@example.com,(627)726-2501,Widowed,1,High School,Lambert PLC,Mining engineer,18
2710,Dawn Jones,60,Female,39425.47,2023-11-13,2028-04-11,,44550.78,Self-employed,42107.34,502,Personal,Secured,0.13,49,"00705 Morgan Valley, East Michael, WY 73019",West Colehaven,NH,94638,USA,kristenbrown@example.org,817.739.6049x37344,Single,4,Bachelor,"Wright, Jones and Wolf",Insurance underwriter,13
2711,Brandon Estes,59,Female,89192.01,2024-03-27,2027-05-17,"2027-05-171 day, 0:00:00",104354.65,Unemployed,43345.91,587,Home,Secured,0.17,38,"422 Lindsey Walk Apt. 891, New Jamie, SC 20913",East Tracy,NY,15049,USA,ashley78@example.com,584.235.9433x46086,Married,0,Bachelor,Harper-Zavala,"Production assistant, television",16
2712,Jennifer Rodriguez,34,Male,30458.1,2023-11-10,2027-02-16,"2027-02-16-25 days, 0:00:00",36245.14,Employed,51836.44,814,Home,Secured,0.19,35,"8885 Dillon Drive, Brandifurt, AR 77502",West Charlesfort,MP,77066,USA,mariadavis@example.net,751.709.3723,Single,0,Doctorate,Benton LLC,Primary school teacher,13
2713,Michele Nunez,53,Male,95186.5,2023-09-06,2029-01-06,,105657.016,Employed,29758.4,728,Education,Unsecured,0.11,58,"USNS Bell, FPO AA 29565",Samanthaland,OK,63881,USA,jessica10@example.com,001-834-416-5167x904,Widowed,5,Bachelor,Cline-Young,Chief Technology Officer,17
2714,Leslie Small,63,Male,34221.23,2024-02-04,2028-01-12,,40723.266,Unemployed,79257.25,578,Personal,Unsecured,0.19,46,"002 Aaron Wells, Port Melanie, ID 82256",Thomasfort,FL,74412,USA,amandawhite@example.com,396-984-7523x8882,Married,2,Doctorate,Burch-Silva,Financial planner,3
2715,Edward Wallace,59,Male,95471.02,2023-10-17,2028-10-08,,112655.805,Unemployed,20644.19,848,Personal,Unsecured,0.18,55,"825 Ramirez Stravenue Suite 777, Lake Samanthaburgh, AL 60159",East Perryside,SD,79856,USA,harrisdenise@example.com,425.954.4721x305,Married,4,Bachelor,Berry Inc,Chief Marketing Officer,4
2716,Jessica Burch,30,Male,26840.47,2023-08-23,2025-08-25,,31671.754,Employed,33823.58,507,Home,Unsecured,0.18,17,"897 Linda Spur, Port Catherinestad, CO 74100",East Nicholas,CA,49807,USA,timothybest@example.com,902-539-6084,Single,2,High School,Ward-Aguirre,Child psychotherapist,15
2717,Tyler Miller,42,Female,14910.99,2023-12-08,2026-12-18,,16998.53,Self-employed,47612.93,684,Education,Unsecured,0.14,33,"582 Garcia Cliff Apt. 415, Emilyside, HI 41199",Marymouth,CO,68015,USA,williamschristopher@example.com,(208)948-2912x239,Married,0,High School,"Barnett, Carlson and Stevens","Surveyor, commercial/residential",4
2718,Angela Reese,30,Male,99715.71,2024-01-08,2026-05-22,"2026-05-227 days, 0:00:00",111681.59,Employed,29365.32,775,Personal,Secured,0.12,26,"042 Heather Cove Apt. 403, South Christian, AK 79246",North Lisachester,OR,85314,USA,patriciagreen@example.org,476.605.3823x33763,Married,1,Doctorate,"Hunter, Torres and Byrd",Commissioning editor,8
2719,Jennifer Ramirez,25,Male,18715.48,2024-02-21,2027-04-17,"2027-04-17-12 days, 0:00:00",21709.957,Self-employed,50851.54,660,Business,Secured,0.16,37,"190 Holmes Prairie Apt. 208, Derrickhaven, OK 71796",Zunigaburgh,VI,80673,USA,garciadaniel@example.com,725-264-9948,Widowed,2,High School,Wallace-Lewis,Museum/gallery curator,4
2720,Lisa Moore,32,Female,7610.41,2023-10-24,2027-01-17,,9132.492,Unemployed,82798.69,534,Business,Unsecured,0.2,34,"6501 Hughes Loaf, Welchfort, SC 66681",Jamesport,FM,03440,USA,denisetorres@example.org,487.504.9219x07747,Single,5,Doctorate,Bates-Cooper,Local government officer,5
2721,Christine Sanchez,41,Male,21330.95,2024-03-22,2026-11-18,"2026-11-18-30 days, 0:00:00",23464.045,Self-employed,87792.11,758,Business,Secured,0.1,32,"6824 Peter Corner Suite 411, North Matthewside, MS 94588",Brownport,ME,47423,USA,justincurtis@example.net,763-615-5104x475,Single,4,Master,"Walton, Jones and Watkins",Charity fundraiser,5
2722,Edward Lewis,35,Female,86180.96,2023-07-11,2026-11-18,,96522.67,Self-employed,41942.94,551,Personal,Unsecured,0.12,32,"13073 Jeffrey Dam Suite 876, Frankborough, VA 31777",New Tracy,NH,42912,USA,christiangonzalez@example.com,001-538-280-5021x7098,Married,3,Doctorate,"Duran, Ryan and Wilson",Midwife,16
2723,Michael Watkins,30,Female,32027.93,2024-01-20,2027-07-16,,35551.004,Self-employed,40976.3,637,Home,Unsecured,0.11,40,"034 Holland Crest, North Stevenburgh, PA 21948",East Carolineton,MA,29444,USA,danielramos@example.com,694-843-3584,Single,2,Bachelor,Castillo-Meadows,Chiropodist,19
2724,Taylor Castro,21,Male,87694.44,2023-06-06,2025-11-23,"2025-11-23-7 days, 0:00:00",102602.49,Unemployed,78411.34,525,Personal,Secured,0.17,20,"17572 Stephanie Brook, Riverashire, GA 54631",Wongside,WV,84526,USA,nicole57@example.net,+1-875-480-1264x902,Single,3,High School,"Curtis, Cole and Bryan",Horticultural consultant,18
2725,Kristopher Gross,18,Male,57144.49,2024-03-07,2026-01-22,"2026-01-22-14 days, 0:00:00",64001.83,Employed,54217.57,548,Business,Secured,0.12,22,"923 Catherine Square Apt. 180, Scottville, MS 73576",Port Joshuabury,UT,57536,USA,dknight@example.org,361.853.3519x3458,Widowed,5,Master,Simpson-Campbell,Radio producer,20
2726,Samuel Bell,35,Male,79995.98,2024-02-17,2028-12-07,"2028-12-0717 days, 0:00:00",94395.26,Employed,67481.6,797,Education,Unsecured,0.18,57,"65592 David Roads, Colehaven, FL 68343",Lamberttown,WI,04903,USA,youngjason@example.net,469-876-2638,Single,0,Doctorate,Love-Cross,"Designer, interior/spatial",7
2727,John Sims,58,Female,79581.16,2023-07-03,2026-10-19,,93905.766,Unemployed,57275.75,662,Personal,Unsecured,0.18,31,"4154 Brock Road, Davidberg, PA 80728",Williamsfurt,IA,93712,USA,johnsonbrian@example.net,+1-424-402-8436,Single,2,Doctorate,"Vega, Wang and Thomas","Engineer, maintenance (IT)",16
2728,Tony Ramirez,24,Male,28529.77,2023-11-06,2026-10-19,"2026-10-19-6 days, 0:00:00",33665.13,Self-employed,67103.0,695,Education,Secured,0.18,31,"31214 Simmons Crossing, Paulside, MN 18885",Lake Frankstad,CA,32262,USA,cheryl63@example.com,586.738.9328x87948,Divorced,2,Master,"King, Moore and Brown",Broadcast presenter,8
2729,Brandon Brown,47,Female,59953.99,2023-10-07,2026-11-18,,66548.93,Employed,95685.36,501,Business,Unsecured,0.11,32,"136 Tiffany Track Apt. 378, Nicholschester, OR 09399",Christinabury,TN,72250,USA,colemanmelissa@example.org,7797953478,Married,2,Master,Johnson-Snyder,Teaching laboratory technician,6
2730,Jonathan Hernandez,23,Female,76326.14,2023-12-26,2028-06-10,"2028-06-10-12 days, 0:00:00",85485.27,Employed,23694.15,711,Business,Secured,0.12,51,"314 Evans Rest, Jessicaville, NY 82843",Lake Williammouth,UT,29245,USA,cynthiafrederick@example.net,(564)833-6314,Married,5,Bachelor,Myers Ltd,"Doctor, hospital",7
2731,Alan Bass,48,Male,99307.0,2023-06-01,2025-09-24,"2025-09-2415 days, 0:00:00",117182.26,Self-employed,65043.34,698,Education,Unsecured,0.18,18,"5313 Sara Pines, Jacobsview, AK 52464",Ericside,WY,87867,USA,rachel57@example.net,958.367.3972x316,Divorced,0,Bachelor,Vang-Poole,Field trials officer,3
2732,Pam Price,24,Male,37441.61,2023-12-14,2028-12-07,"2028-12-0715 days, 0:00:00",43057.85,Self-employed,56234.68,680,Business,Unsecured,0.15,57,"25758 Marie Via Suite 625, Richardhaven, NJ 75633",East Timothyland,NY,07067,USA,laura79@example.net,001-431-388-5567x58117,Divorced,5,Master,"Duarte, Freeman and Day",Aid worker,5
2733,Jennifer Schultz,47,Male,98293.69,2023-04-29,2028-11-07,"2028-11-077 days, 0:00:00",117952.43,Unemployed,51665.9,832,Education,Secured,0.2,56,"768 Wright Cliff Suite 835, East Keithstad, TN 57891",Garrettborough,PW,73980,USA,ndavis@example.net,001-883-578-9110x405,Widowed,1,Master,Kennedy-Spence,Tourism officer,9
2734,Donald Cortez,25,Female,47358.36,2024-03-13,2028-05-11,"2028-05-11-25 days, 0:00:00",56830.03,Employed,40697.07,566,Personal,Secured,0.2,50,"785 Thomas Center Suite 370, Darrylview, NE 68223",Morrisonton,GA,27144,USA,katie36@example.net,(751)620-4622x69366,Widowed,3,Bachelor,Weiss Group,"Surveyor, minerals",20
2735,Nicole Thomas,63,Male,62830.66,2023-06-27,2026-01-22,"2026-01-2217 days, 0:00:00",70998.65,Employed,87595.68,547,Home,Secured,0.13,22,"18649 Dylan Pike Suite 788, Lake Donna, PA 69586",Mackenzieport,KS,82852,USA,heather25@example.com,572.569.4826x1026,Divorced,3,Doctorate,Roberts Inc,"Embryologist, clinical",17
2736,Dr. Michael Peters,23,Male,45861.22,2023-11-02,2025-08-25,"2025-08-2517 days, 0:00:00",50905.953,Self-employed,58131.98,701,Personal,Secured,0.11,17,"868 Patterson Rue Apt. 435, Port Kristinatown, MD 80100",North Kyle,KY,15338,USA,tgray@example.org,548-609-1628,Married,0,Master,Mullen-Blankenship,Insurance risk surveyor,17
2737,Kristine Lawson,30,Male,80911.68,2024-02-29,2026-09-19,"2026-09-196 days, 0:00:00",93048.43,Self-employed,93882.76,641,Education,Unsecured,0.15,30,"682 Burton Lodge Apt. 239, Lopezchester, AZ 20370",Terrellchester,NY,73128,USA,mitchellbennett@example.org,896.824.4346,Single,3,Doctorate,Rodriguez-Glover,"Biochemist, clinical",7
2738,Kellie Anderson,50,Male,33373.06,2023-04-11,2028-09-08,,38045.29,Employed,41737.85,675,Personal,Unsecured,0.14,54,"60227 Michelle Meadow Apt. 428, Port Karen, MN 38504",Lake Scott,PA,74992,USA,david06@example.net,001-779-338-6829x2258,Widowed,1,Bachelor,Brown Group,Copy,0
2739,Laura Boyer,23,Female,41705.03,2024-03-14,2027-09-14,"2027-09-1428 days, 0:00:00",48377.836,Employed,95918.34,772,Home,Unsecured,0.16,42,"829 Webster Radial, Lake Alexa, PR 81910",Nicholsburgh,MI,30365,USA,thomasdawson@example.org,690.658.8772,Divorced,1,Master,Jones Group,Armed forces technical officer,12
2740,Victor Curry,33,Male,68426.66,2023-12-06,2028-09-08,,75269.33,Unemployed,78635.91,783,Personal,Secured,0.1,54,"PSC 3715, Box 9280, APO AP 95103",Port Tami,PW,40182,USA,lindalarsen@example.com,228-390-9373x34165,Divorced,4,Bachelor,Cisneros-Stewart,Dietitian,17
2741,Mrs. Michele Taylor,51,Female,26354.51,2023-09-28,2029-01-06,"2029-01-0612 days, 0:00:00",31625.412,Employed,81953.84,540,Education,Unsecured,0.2,58,"3206 Angel Crossing, Aguilarfurt, CA 56455",Lake Bradley,CA,51457,USA,jill68@example.com,871.618.1686x9981,Divorced,0,Doctorate,"Rodriguez, Dalton and Bell","Doctor, general practice",6
2742,Kimberly Arroyo,56,Male,23482.97,2023-04-10,2028-09-08,"2028-09-08-11 days, 0:00:00",27005.416,Employed,56540.79,651,Education,Secured,0.15,54,"4025 Elliott Haven Suite 088, Gonzalezshire, WV 20932",Lake Travis,HI,92689,USA,melissa81@example.com,219.496.3573,Single,5,Bachelor,Robinson Group,Environmental health practitioner,11
2743,Jose Hayes,32,Male,65456.41,2023-07-09,2028-08-09,,72656.62,Employed,74499.11,702,Business,Secured,0.11,53,"7218 Bartlett Lock Apt. 778, Haileyfort, WV 35129",Mayerhaven,NJ,27942,USA,kenneth01@example.org,608-695-6274x6198,Widowed,2,Master,"Stevens, Mcbride and Krueger",Geophysical data processor,19
2744,Denise Black,22,Male,31561.43,2023-12-27,2025-04-27,,36295.645,Self-employed,99191.88,797,Business,Secured,0.15,13,"PSC 2790, Box 1101, APO AP 39178",Lake Brandon,AR,31663,USA,stephanie58@example.org,(324)314-6543x2591,Single,3,Master,Joseph and Sons,Agricultural engineer,3
2745,Richard Pratt,33,Male,83156.76,2024-01-14,2027-03-18,"2027-03-18-4 days, 0:00:00",92304.0,Unemployed,79752.45,739,Education,Secured,0.11,36,"52230 Hernandez Mission Suite 634, Adrienneport, NJ 94723",Freemanport,ID,56416,USA,nbennett@example.org,(759)940-1031,Single,1,Master,"Brown, Lang and Ponce",Research scientist (physical sciences),4
2746,Leslie Tran,57,Male,82522.26,2024-04-01,2025-05-27,"2025-05-27-15 days, 0:00:00",97376.266,Unemployed,38911.55,772,Home,Secured,0.18,14,"851 Karen Creek Apt. 836, Keithtown, IL 46382",Hartfurt,MA,85497,USA,benjaminjames@example.net,001-869-616-1346,Divorced,3,High School,"James, Lambert and Roach","Therapist, sports",11
2747,Peggy Freeman,23,Male,95216.11,2023-05-13,2027-09-14,"2027-09-1427 days, 0:00:00",113307.17,Unemployed,42199.41,761,Business,Secured,0.19,42,"879 Smith Forks, Hendersonshire, MN 46693",Markmouth,AK,09819,USA,james13@example.com,502.361.1393x660,Single,3,Doctorate,Jackson Ltd,Primary school teacher,7
2748,Diana Turner,22,Male,68756.48,2023-09-18,2026-01-22,"2026-01-2224 days, 0:00:00",80445.08,Unemployed,50371.34,547,Home,Secured,0.17,22,"23999 Dean Ridge, Lambport, WA 61595",Ewingchester,WV,98459,USA,johnstevenson@example.org,001-224-504-2207x63674,Single,3,High School,Graham-Davis,"Research officer, political party",8
2749,Albert Johnson,36,Male,78543.73,2023-12-06,2026-11-18,,87183.54,Employed,92120.6,822,Business,Secured,0.11,32,"2281 Jordan Inlet Apt. 467, Lake Jeffery, WY 43834",West Joshuamouth,TN,40440,USA,wilsonmakayla@example.com,931.617.8576x03599,Married,3,Master,Hernandez-Mcintosh,Applications developer,1
2750,Dr. Jordan Hayes,37,Male,23110.1,2024-01-10,2029-01-06,,26807.717,Employed,48669.85,833,Business,Unsecured,0.16,58,"194 Hines Circle Apt. 303, Whiteshire, WA 75616",Marieville,NJ,30540,USA,morgantimothy@example.org,646.852.2270,Married,2,Bachelor,Campbell-Murray,Town planner,16
2751,Jessica Archer,34,Female,11450.5,2023-09-24,2025-08-25,"2025-08-255 days, 0:00:00",12939.065,Self-employed,61686.03,716,Personal,Unsecured,0.13,17,"57619 Chan Isle Suite 233, Langmouth, TX 67061",Port Rhonda,IN,96533,USA,woodsjoshua@example.org,+1-831-682-2798x9451,Married,1,Doctorate,Ashley LLC,Dietitian,7
2752,Christopher Mosley,37,Male,94321.19,2023-06-01,2026-01-22,"2026-01-2223 days, 0:00:00",110355.79,Unemployed,30334.94,564,Personal,Unsecured,0.17,22,"USNV Avila, FPO AA 89500",Lake Benjamin,SC,59734,USA,daniel63@example.org,001-915-461-3037x514,Married,4,High School,Montes-Simmons,Technical sales engineer,20
2753,Dr. Charles Hawkins,58,Female,44179.98,2023-10-21,2025-10-24,"2025-10-248 days, 0:00:00",53015.977,Employed,20863.43,812,Education,Unsecured,0.2,19,"0449 Martin Common Suite 561, Cameronborough, FM 62388",West Christopher,IL,11978,USA,brandon07@example.org,661-763-6364x3097,Widowed,2,High School,Marshall-Becker,Product manager,2
2754,Alexis Hamilton,34,Female,79250.54,2023-11-27,2027-08-15,"2027-08-1527 days, 0:00:00",91930.625,Self-employed,91588.78,553,Personal,Secured,0.16,41,"66673 Katrina Key, Port Jamesville, VI 32929",Port Karen,FM,11162,USA,lisabrown@example.org,001-460-434-2908x17729,Widowed,0,Doctorate,Bryant-Pearson,Sport and exercise psychologist,10
2755,Chris Johnson,43,Female,4017.94,2023-11-29,2025-03-28,"2025-03-2813 days, 0:00:00",4459.9136,Unemployed,75966.32,501,Education,Unsecured,0.11,12,"69255 John Burg, East Brianview, DE 77245",Swansonland,MN,40774,USA,nwood@example.net,001-221-699-0547x3153,Married,4,High School,"Hamilton, Collins and Hall",Glass blower/designer,4
2756,Kathryn Richards,47,Male,31453.72,2023-12-04,2026-05-22,,36800.85,Self-employed,97758.32,797,Home,Secured,0.17,26,"658 John Hollow, East Calebland, PA 26409",Lake Amy,FL,69015,USA,cohendaniel@example.net,(509)252-5786x561,Widowed,4,Master,Ewing Inc,Printmaker,2
2757,Casey Johnson,43,Male,2465.34,2023-05-23,2027-07-16,,2835.141,Employed,72588.96,734,Personal,Unsecured,0.15,40,"3798 Smith Camp, New Valerietown, MP 10483",West Jamesville,WV,59109,USA,ibarrajoseph@example.org,+1-322-514-6123x2204,Single,3,High School,"Berg, Johnson and Chandler",Government social research officer,13
2758,Steve Johnson,18,Male,51857.34,2023-04-05,2027-12-13,"2027-12-1319 days, 0:00:00",60673.086,Employed,84172.28,786,Education,Unsecured,0.17,45,"250 Patterson Views, New Brooke, KY 32567",Jacksonmouth,WA,99858,USA,swolfe@example.com,(997)659-0850x61627,Widowed,0,Master,Phillips and Sons,Materials engineer,15
2759,Kristy Nguyen,31,Male,25365.1,2023-07-23,2026-08-20,"2026-08-20-30 days, 0:00:00",30184.469,Self-employed,89492.9,800,Education,Secured,0.19,29,"2773 Jones Springs Apt. 475, Georgeshire, AZ 82813",Hartstad,AS,48343,USA,james20@example.net,3498614104,Married,1,Master,Mcdaniel LLC,Quantity surveyor,1
2760,Nicole Cline DVM,65,Male,20320.73,2024-03-01,2025-10-24,"2025-10-2420 days, 0:00:00",22556.01,Unemployed,82743.23,543,Home,Unsecured,0.11,19,"090 Karen Canyon, Harrisberg, GU 38397",West Colleenfurt,MO,47281,USA,carlosleonard@example.com,+1-755-600-4120x218,Divorced,1,Bachelor,Bruce Group,"Programme researcher, broadcasting/film/video",10
2761,Megan Washington,46,Female,17142.73,2023-09-19,2025-04-27,"2025-04-27-28 days, 0:00:00",19028.43,Employed,58508.76,752,Home,Unsecured,0.11,13,"22959 Gonzalez Plains, South Crystal, ID 17922",Lake Alexander,NC,18161,USA,josephbright@example.net,+1-742-591-0611x2639,Widowed,1,High School,"Ferguson, Burton and Ortega",Curator,3
2762,Leslie Garcia,33,Male,75691.5,2023-06-02,2028-03-12,"2028-03-12-7 days, 0:00:00",90072.88,Employed,40774.97,797,Education,Secured,0.19,48,"6927 Sergio Curve, North Sylviamouth, VT 31807",Ronaldport,AS,58898,USA,rogerfloyd@example.org,001-283-439-8727,Divorced,2,Bachelor,Ellis Inc,"Scientist, biomedical",2
2763,Christopher Austin,56,Male,67301.09,2023-08-29,2028-04-11,"2028-04-1118 days, 0:00:00",76050.234,Employed,84828.57,526,Business,Secured,0.13,49,"19009 Parker Landing, Contrerasfurt, NM 95783",Kevinburgh,PA,86135,USA,john80@example.com,+1-526-820-8910x216,Widowed,3,Doctorate,Krueger-Taylor,"Producer, television/film/video",17
2764,Keith Fisher,26,Female,51070.36,2023-06-15,2026-07-21,,61284.434,Unemployed,27660.71,632,Home,Unsecured,0.2,28,"447 Catherine Lakes, Andersonfurt, MN 56325",West Xavierfort,FM,19569,USA,lindatorres@example.com,233.604.8087,Single,1,Bachelor,Cooper Ltd,"Engineer, maintenance",3
2765,Jeffrey Ballard,24,Female,48120.72,2023-11-27,2025-04-27,"2025-04-2720 days, 0:00:00",54857.62,Self-employed,24323.2,797,Education,Unsecured,0.14,13,"40607 Leah Stravenue Apt. 371, East Jeremyberg, PA 14239",North Courtneychester,MP,44378,USA,kaylaturner@example.org,969.607.6608x67368,Single,2,Doctorate,Nguyen and Sons,Records manager,11
2766,Amanda Gross,39,Female,30621.29,2023-05-30,2026-08-20,"2026-08-2027 days, 0:00:00",35214.484,Employed,67502.64,822,Home,Unsecured,0.15,29,"016 Harper Loop, Lake Lindsay, NH 76944",Blakeborough,VT,80538,USA,bjames@example.com,(847)344-7578x592,Divorced,1,Master,"Parks, Grant and Rios",Telecommunications researcher,2
2767,Stacey Hayes,55,Male,57925.15,2023-10-17,2029-01-06,"2029-01-06-3 days, 0:00:00",66034.67,Employed,31801.47,558,Education,Unsecured,0.14,58,"739 Joseph Prairie Suite 226, South Alextown, ND 30651",Gatesborough,MA,15699,USA,plopez@example.com,+1-600-990-0039,Divorced,1,High School,Palmer-Sosa,"Horticulturist, commercial",1
2768,Adam Hernandez,37,Female,53074.79,2023-05-05,2025-12-23,"2025-12-23-25 days, 0:00:00",61036.008,Employed,49370.65,618,Personal,Unsecured,0.15,21,"6177 Kyle Hollow Apt. 079, New David, WA 60241",Jamesview,WV,84228,USA,caseychristopher@example.net,001-396-419-2881x55823,Married,1,Master,Pittman Group,Multimedia programmer,1
2769,Erin Harvey,30,Female,18741.3,2023-12-06,2026-12-18,,22302.146,Self-employed,64693.1,637,Home,Unsecured,0.19,33,"729 York Drive, South Stevenberg, CT 47404",East Brianburgh,CO,79683,USA,joy27@example.org,(768)446-4621x5120,Widowed,5,Master,"Stevens, Richardson and Cortez",Trade mark attorney,12
2770,Susan Moore PhD,30,Female,15409.53,2023-12-24,2028-01-12,"2028-01-1227 days, 0:00:00",18337.34,Self-employed,99886.46,542,Education,Unsecured,0.19,46,"40723 Franco Prairie Suite 089, Kingtown, WY 79113",Richardshire,WI,20574,USA,jacobsonjody@example.net,9412097239,Married,3,Master,"Beck, Roberts and Shepherd","Producer, television/film/video",13
